abalanzar;ekilibrar
espiaía;espiaia
espiaíamos;espiaiamos
espiaían;espiaian
espiaías;espiaias
esposa;mujer
espárraga;asparaga
espárrago;asparago
esquematizaieron;eskematizaieron
esquematizaimos;eskematizaimos
esquematizaiste;eskematizaiste
esquematizaió;eskematizaio
esquematizaremos;eskematisaremos
esquematizará;eskematisara
esquematizarán;eskematisaran
esquematizarás;eskematisaras
esquematizaré;eskematisare
esquematizaí;eskematizai
esquematizaía;eskematizaia
esquematizaíamos;eskematizaiamos
esquematizaían;eskematizaian
esquematizaías;eskematizaias
esquiaieron;eskiaieron
esquiaimos;eskiaimos
esquiaiste;eskiaiste
esquiaió;eskiaio
esquiaremos;eskiaremos
esquiará;eskiara
esquiarán;eskiaran
esquiarás;eskiaras
esquiaré;eskiare
esquiaí;eskiai
esquiaía;eskiaia
esquiaíamos;eskiaiamos
esquiaían;eskiaian
esquiaías;eskiaias
esquina;punta
esta;esta
estaba;estava
estaban;estaban
estabas;estabas
estabilizaieron;estabilizaieron
estabilizaimos;estabilizaimos
estabilizaiste;estabilizaiste
estabilizaió;estabilizaio
estabilizaremos;estabilisaremos
estabilizará;estabilisara
estabilizarán;estabilisaran
estabilizarás;estabilisaras
estabilizaré;estabilisare
estabilizaí;estabilizai
estabilizaía;estabilizaia
estabilizaíamos;estabilizaiamos
estabilizaían;estabilizaian
estabilizaías;estabilizaias
establece;establese
establecemos;establesemos
establecen;establesen
establecer;estableser
estableceremos;estableseremos
establecerá;establesera
establecerán;estableseran
establecerás;estableseras
estableceré;establesere
estableces;estableses
establecieron;establesieron
establecimos;establesimos
estableciste;establesiste
estableció;establesio
estableco;estableko
establecí;estableci
establecía;establecia
establecíamos;estableciamos
establecían;establecian
establecías;establecias
estacaieron;estakaieron
estacaimos;estakaimos
estacaiste;estakaiste
estacaió;estakaio
estacaremos;estakaremos
estacará;estakara
estacarán;estakaran
estacarás;estakaras
estacaré;estakare
estacaí;estakai
estacaía;estakaia
estacaíamos;estakaiamos
estacaían;estakaian
estacaías;estakaias
estación;sezon
estada;estada
estado;estado
estallar;eksplozar
estambul;Estambol
estambul;estambol
estambul;estanbol
estamos;estamos
estampa;estampa
estampar;estampar
estancaieron;estankaieron
estancaimos;estankaimos
estancaiste;estankaiste
estancaió;estankaio
estancaremos;estankaremos
estancarseemos;estankarseemos
estancarseá;estankarsea
estancarseán;estankarsean
estancarseás;estankarseas
estancarseé;estankarsee
estancarsieron;estankarsieron
estancarsimos;estankarsimos
estancarsiste;estankarsiste
estancarsió;estankarsio
estancarsí;estankarsi
estancarsía;estankarsia
estancarsíamos;estankarsiamos
estancarsían;estankarsian
estancarsías;estankarsias
estancará;estankara
estancarán;estankaran
estancarás;estankaras
estancaré;estankare
estancaí;estankai
estancaía;estankaia
estancaíamos;estankaiamos
estancaían;estankaian
estancaías;estankaias
estanque;étang ?
estar;estar
estaremos;estaremos
estará;estara
estarán;estaran
estarás;estaras
estaré;estare
estatuaieron;estatuaieron
estatuaimos;estatuaimos
estatuaiste;estatuaiste
estatuaió;estatuaio
estatuaremos;estatuaremos
estatuará;estatuara
estatuarán;estatuaran
estatuarás;estatuaras
estatuaré;estatuare
estatuaí;estatuai
estatuaía;estatuaia
estatuaíamos;estatuaiamos
estatuaían;estatuaian
estatuaías;estatuaias
este;este
esterilizaieron;esterilizaieron
esterilizaimos;esterilizaimos
esterilizaiste;esterilizaiste
esterilizaió;esterilizaio
esterilizaremos;esterilisaremos
esterilizará;esterilisara
esterilizarán;esterilisaran
esterilizarás;esterilisaras
esterilizaré;esterilisare
esterilizaí;esterilizai
esterilizaía;esterilizaia
esterilizaíamos;esterilizaiamos
esterilizaían;esterilizaian
esterilizaías;esterilizaias
estilista;stilista
estofado;abafado 
estofar;eskaldar
estornudar;sarnudar
estoy;esto
estragaieron;estragaieron
estragaimos;estragaimos
estragaiste;estragaiste
estragaió;estragaio
estragaremos;estragaremos
estragará;estragara
estragarán;estragaran
estragarás;estragaras
estragaré;estragare
estragaí;estragai
estragaía;estragaia
estragaíamos;estragaiamos
estragaían;estragaian
estragaías;estragaias
estrecho;estrecho
estregaieron;estregaieron
estregaimos;estregaimos
estregaiste;estregaiste
estregaió;estregaio
estregaremos;estregaremos
estregará;estregara
estregarán;estregaran
estregarás;estregaras
estregaré;estregare
estregaí;estregai
estregaía;estregaia
estregaíamos;estregaiamos
estregaían;estregaian
estregaías;estregaias
estrella;estreya
estremeceremos;estremeseremos
estremecerá;estremesera
estremecerán;estremeseran
estremecerás;estremeseras
estremeceré;estremesere
estremecieron;estremesieron
estremecimos;estremesimos
estremeciste;estremesiste
estremeció;estremesio
estremecí;estremesi
estremecía;estremesia
estremecíamos;estremesiamos
estremecían;estremesian
estremecías;estremesias
estres;stres
estreñieron;estrenyieron
estreñimos;estrenyimos
estreñiremos;estrenyiremos
estreñirá;estrenyira
estreñirán;estrenyiran
estreñirás;estrenyiras
estreñiré;estrenyire
estreñiste;estrenyiste
estreñió;estrenyio
estreñí;estrenyi
estreñía;estrenyia
estreñíamos;estrenyiamos
estreñían;estrenyian
estreñías;estrenyias
estriaieron;estriaieron
estriaimos;estriaimos
estriaiste;estriaiste
estriaió;estriaio
estriaremos;estriaremos
estriará;estriara
estriarán;estriaran
estriarás;estriaras
estriaré;estriare
estriaí;estriai
estriaía;estriaia
estriaíamos;estriaiamos
estriaían;estriaian
estriaías;estriaias
estropearse;estropiarse
estrés;stres
estudiante;elevo
estudiantes;elevos
estudiar;estudiar
estupendo;estupendo 
estuve;estuve
estuvieron;estuvieron
estuvimos;estuvimos
estuviste;estuviste
estuvo;estuvo
está;esta
está;esta
estábamos;estabamos
están;estan
están;estan
estás;estas
estómago;estomago
etc;ets
europa;evropa
evaluaieron;evaluaieron
evaluaimos;evaluaimos
evaluaiste;evaluaiste
evaluaió;evaluaio
evaluaremos;evaluaremos
evaluará;evaluara
evaluarán;evaluaran
evaluarás;evaluaras
evaluaré;evaluare
evaluaí;evaluai
evaluaía;evaluaia
evaluaíamos;evaluaiamos
evaluaían;evaluaian
evaluaías;evaluaias
evangelizaieron;evandjelizaieron
evangelizaimos;evandjelizaimos
evangelizaiste;evandjelizaiste
evangelizaió;evandjelizaio
evangelizaremos;evandjelisaremos
evangelizará;evandjelisara
evangelizarán;evandjelisaran
evangelizarás;evandjelisaras
evangelizaré;evandjelisare
evangelizaí;evandjelizai
evangelizaía;evandjelizaia
evangelizaíamos;evandjelizaiamos
evangelizaían;evandjelizaian
evangelizaías;evandjelizaias
evidenciar;averdadear
evocaieron;evokaieron
evocaimos;evokaimos
evocaiste;evokaiste
evocaió;evokaio
evocaremos;evokaremos
evocará;evokara
evocarán;evokaran
evocarás;evokaras
evocaré;evokare
evocaí;evokai
evocaía;evokaia
evocaíamos;evokaiamos
evocaían;evokaian
evocaías;evokaias
examen;egzamen
examinar;egzaminar
excelente;ekselente
excepción;eksepsion
excepto;ekseptado
exceptuaieron;exseptuaieron
exceptuaimos;exseptuaimos
exceptuaiste;exseptuaiste
exceptuaió;exseptuaio
exceptuaremos;exseptuaremos
exceptuará;exseptuara
exceptuarán;exseptuaran
exceptuarás;exseptuaras
exceptuaré;exseptuare
exceptuaí;exseptuai
exceptuaía;exseptuaia
exceptuaíamos;exseptuaiamos
exceptuaían;exseptuaian
exceptuaías;exseptuaias
exclamar;esklamar
excluieron;excluieron
excluimos;excluimos
excluiremos;excluiremos
excluirá;excluira
excluirán;excluiran
excluirás;excluiras
excluiré;excluire
excluiste;excluiste
excluió;excluio
excluí;exclui
excluía;excluia
excluíamos;excluiamos
excluían;excluian
excluías;excluias
excomulgaieron;exkomulgaieron
excomulgaimos;exkomulgaimos
excomulgaiste;exkomulgaiste
excomulgaió;exkomulgaio
excomulgaremos;exkomulgaremos
excomulgará;exkomulgara
excomulgarán;exkomulgaran
excomulgarás;exkomulgaras
excomulgaré;exkomulgare
excomulgaí;exkomulgai
excomulgaía;exkomulgaia
excomulgaíamos;exkomulgaiamos
excomulgaían;exkomulgaian
excomulgaías;exkomulgaias
excusa;ekskuza
excusar;eskuzar
exigieron;exidjieron
exigimos;exidjimos
exigiremos;exidjiremos
exigirá;exidjira
exigirán;exidjiran
exigirás;exidjiras
exigiré;exidjire
exigiste;exidjiste
exigió;exidjio
exigí;exigi
exigía;exigia
exigíamos;exigiamos
exigían;exigian
exigías;exigias
exiliar;egziliar
existir;egzistir
exorcizaieron;exorsizaieron
exorcizaimos;exorsizaimos
exorcizaiste;exorsizaiste
exorcizaió;exorsizaio
exorcizaremos;exorsisaremos
exorcizará;exorsisara
exorcizarán;exorsisaran
exorcizarás;exorsisaras
exorcizaré;exorsisare
exorcizaí;exorsizai
exorcizaía;exorsizaia
exorcizaíamos;exorsizaiamos
exorcizaían;exorsizaian
exorcizaías;exorsizaias
expandir;espandir
expatriaieron;expatriaieron
expatriaimos;expatriaimos
expatriaiste;expatriaiste
expatriaió;expatriaio
expatriaremos;expatriaremos
expatriará;expatriara
expatriarán;expatriaran
expatriarás;expatriaras
expatriaré;expatriare
expatriaí;expatriai
expatriaía;expatriaia
expatriaíamos;expatriaiamos
expatriaían;expatriaian
expatriaías;expatriaias
expedieron;expedieron
expedimos;expedimos
expediremos;expediremos
expedirá;expedira
expedirán;expediran
expedirás;expediras
expediré;expedire
expediste;expediste
expedió;expedio
expedí;expedi
expedía;expedia
expedíamos;expediamos
expedían;expedian
expedías;expedias
experimentar;eksperimentar
expiaieron;expiaieron
expiaimos;expiaimos
expiaiste;expiaiste
expiaió;expiaio
expiaremos;expiaremos
expiará;expiara
expiarán;expiaran
expiarás;expiaras
expiaré;expiare
expiaí;expiai
expiaía;expiaia
expiaíamos;expiaiamos
expiaían;expiaian
expiaías;expiaias
expirar;murir
explicación;eksplikasion
explicar;eksplika
explorar;eksplorar
explosión;eksplozion
explotar;eksplozar
exponer;ekspozar
exposición;ekspozision
expresar;ekspresar
exquisito;delisiozo 
extasiaieron;extasiaieron
extasiaimos;extasiaimos
extasiaiste;extasiaiste
extasiaió;extasiaio
extasiaremos;extasiaremos
extasiará;extasiara
extasiarán;extasiaran
extasiarás;extasiaras
extasiaré;extasiare
extasiaí;extasiai
extasiaía;extasiaia
extasiaíamos;extasiaiamos
extasiaían;extasiaian
extasiaías;extasiaias
extenderemos;extenderemos
extenderá;extendera
extenderán;extenderan
extenderás;extenderas
extenderé;extendere
extendieron;extendieron
extendimos;extendimos
extendiste;extendiste
extendió;extendio
extendí;extendi
extendía;extendia
extendíamos;extendiamos
extendían;extendian
extendías;extendias
extenso;ancho
extenuaieron;extenuaieron
extenuaimos;extenuaimos
extenuaiste;extenuaiste
extenuaió;extenuaio
extenuaremos;extenuaremos
extenuará;extenuara
extenuarán;extenuaran
extenuarás;extenuaras
extenuaré;extenuare
extenuaí;extenuai
extenuaía;extenuaia
extenuaíamos;extenuaiamos
extenuaían;extenuaian
extenuaías;extenuaias
extinguieron;extingieron
extinguimos;extingimos
extinguiremos;extingiremos
extinguirá;extingira
extinguirán;extingiran
extinguirás;extingiras
extinguiré;extingire
extinguiste;extingiste
extinguió;extingio
extinguí;extingi
extinguía;extingia
extinguíamos;extingiamos
extinguían;extingian
extinguías;extingias
extraeremos;extraeremos
extraerá;extraera
extraerán;extraeran
extraerás;extraeras
extraeré;extraere
extraieron;extraieron
extraimos;extraimos
extraiste;extraiste
extraió;extraio
extranjera;ajena
extranjero;ajeno
extraviaieron;extraviaieron
extraviaimos;extraviaimos
extraviaiste;extraviaiste
extraviaió;extraviaio
extraviaremos;extraviaremos
extraviará;extraviara
extraviarán;extraviaran
extraviarás;extraviaras
extraviaré;extraviare
extraviaí;extraviai
extraviaía;extraviaia
extraviaíamos;extraviaiamos
extraviaían;extraviaian
extraviaías;extraviaias
extraí;extrai
extraía;extraia
extraíamos;extraiamos
extraían;extraian
extraías;extraias
extraño;estranyo
fabricaieron;fabrikaieron
fabricaimos;fabrikaimos
fabricaiste;fabrikaiste
fabricaió;fabrikaio
fabricaremos;fabrikaremos
fabricará;fabrikara
fabricarán;fabrikaran
fabricarás;fabrikaras
fabricaré;fabrikare
fabricaí;fabrikai
fabricaía;fabrikaia
fabricaíamos;fabrikaiamos
fabricaían;fabrikaian
fabricaías;fabrikaias
faena;mision
falda;fusta
fallecer;murir
fallecimienta;muerta
fallecimiento;muerte
falsificaieron;falsifikaieron
falsificaimos;falsifikaimos
falsificaiste;falsifikaiste
falsificaió;falsifikaio
falsificaremos;falsifikaremos
falsificará;falsifikara
falsificarán;falsifikaran
falsificarás;falsifikaras
falsificaré;falsifikare
falsificaí;falsifikai
falsificaía;falsifikaia
falsificaíamos;falsifikaiamos
falsificaían;falsifikaian
falsificaías;falsifikaias
faltar;mankar
fama;fama
familia;famiya
familiarizaieron;familiarizaieron
familiarizaimos;familiarizaimos
familiarizaiste;familiarizaiste
familiarizaió;familiarizaio
familiarizaremos;familiarisaremos
familiarizará;familiarisara
familiarizarán;familiarisaran
familiarizarás;familiarisaras
familiarizaré;familiarisare
familiarizaí;familiarizai
familiarizaía;familiarizaia
familiarizaíamos;familiarizaiamos
familiarizaían;familiarizaian
familiarizaías;familiarizaias
famoso;famozo
fantástico;fantastiko
farmacia;farmasiya
fascista;fashisto
fastidioso;fastidiozo 
fatiga;fatiga
fatigaba;fatigaba
fatigaban;fatigaban
fatigabas;fatigabas
fatigado;fatigado
fatigamos;fatigamos
fatigan;fatigan
fatigar;fatigar
fatigaremos;fatigaremos
fatigaron;fatigaron
fatigará;fatigara
fatigarán;fatigaran
fatigarás;fatigaras
fatigaré;fatigare
fatigas;fatigas
fatigaste;fatigaste
fatigo;fatigo
fatigábamos;fatigabamos
fatigé;fatige
fatigó;fatigo
favor;favor
favoreceremos;favoreseremos
favorecerá;favoresera
favorecerán;favoreseran
favorecerás;favoreseras
favoreceré;favoresere
favorecieron;favoresieron
favorecimos;favoresimos
favoreciste;favoresiste
favoreció;favoresio
favorecí;favoresi
favorecía;favoresia
favorecíamos;favoresiamos
favorecían;favoresian
favorecías;favoresias
faz;faz
faz;kara
fecha;data
felices;felizes
felicidad;felisida
felicidad;felisidad
feliz;kontente
feneceremos;feneseremos
fenecerá;fenesera
fenecerán;feneseran
fenecerás;feneseras
feneceré;fenesere
fenecieron;fenesieron
fenecimos;fenesimos
feneciste;fenesiste
feneció;fenesio
fenecí;fenesi
fenecía;fenesia
fenecíamos;fenesiamos
fenecían;fenesian
fenecías;fenesias
feo;feo
fertilizaieron;fertilizaieron
fertilizaimos;fertilizaimos
fertilizaiste;fertilizaiste
fertilizaió;fertilizaio
fertilizaremos;fertilisaremos
fertilizará;fertilisara
fertilizarán;fertilisaran
fertilizarás;fertilisaras
fertilizaré;fertilisare
fertilizaí;fertilizai
fertilizaía;fertilizaia
fertilizaíamos;fertilizaiamos
fertilizaían;fertilizaian
fertilizaías;fertilizaias
fiaieron;fiaieron
fiaimos;fiaimos
fiaiste;fiaiste
fiaió;fiaio
fiaremos;fiaremos
fiará;fiara
fiarán;fiaran
fiarás;fiaras
fiaré;fiare
fiaí;fiai
fiaía;fiaia
fiaíamos;fiaiamos
fiaían;fiaian
fiaías;fiaias
ficaieron;fikaieron
ficaimos;fikaimos
ficaiste;fikaiste
ficaió;fikaio
ficaremos;fikaremos
ficará;fikara
ficarán;fikaran
ficarás;fikaras
ficaré;fikare
ficaí;fikai
ficaía;fikaia
ficaíamos;fikaiamos
ficaían;fikaian
ficaías;fikaias
fiebre;kayentura
fiesta;fiesta
fiesta;parti
figura;figura
fijar;fiksar
fijarse;aperseverse
fijo;fiks
fila;sira
filosofía;filozofia
fin;fin 
final;final
finalizaieron;finalizaieron
finalizaimos;finalizaimos
finalizaiste;finalizaiste
finalizaió;finalizaio
finalizaremos;finalisaremos
finalizará;finalisara
finalizarán;finalisaran
finalizarás;finalisaras
finalizaré;finalisare
finalizaí;finalizai
finalizaía;finalizaia
finalizaíamos;finalizaiamos
finalizaían;finalizaian
finalizaías;finalizaias
finalmente;finalmente
fingieron;findjieron
fingimos;findjimos
fingiremos;findjiremos
fingirá;findjira
fingirán;findjiran
fingirás;findjiras
fingiré;findjire
fingiste;findjiste
fingió;findjio
fingí;fingi
fingía;fingia
fingíamos;fingiamos
fingían;fingian
fingías;fingias
fino;fino
firma;sinyatura
fiscal;djuzgo
fiscalizaieron;fiskalizaieron
fiscalizaimos;fiskalizaimos
fiscalizaiste;fiskalizaiste
fiscalizaió;fiskalizaio
fiscalizaremos;fiskalisaremos
fiscalizará;fiskalisara
fiscalizarán;fiskalisaran
fiscalizarás;fiskalisaras
fiscalizaré;fiskalisare
fiscalizaí;fiskalizai
fiscalizaía;fiskalizaia
fiscalizaíamos;fiskalizaiamos
fiscalizaían;fiskalizaian
fiscalizaías;fiskalizaias
flaco;flako
flan;krem karamek
flecha;flecha
flor;flor
flor;roza
floreceremos;floreseremos
florecerá;floresera
florecerán;floreseran
florecerás;floreseras
floreceré;floresere
florecieron;floresieron
florecimos;floresimos
floreciste;floresiste
floreció;floresio
florecí;floresi
florecía;floresia
florecíamos;floresiamos
florecían;floresian
florecías;floresias
florera;vaza
florero;vazo
florista;floristo
flota;flota
fluctuaieron;fluktuaieron
fluctuaimos;fluktuaimos
fluctuaiste;fluktuaiste
fluctuaió;fluktuaio
fluctuaremos;fluktuaremos
fluctuará;fluktuara
fluctuarán;fluktuaran
fluctuarás;fluktuaras
fluctuaré;fluktuare
fluctuaí;fluktuai
fluctuaía;fluktuaia
fluctuaíamos;fluktuaiamos
fluctuaían;fluktuaian
fluctuaías;fluktuaias
fluieron;fluieron
fluimos;fluimos
fluiremos;fluiremos
fluirá;fluira
fluirán;fluiran
fluirás;fluiras
fluiré;fluire
fluiste;fluiste
fluió;fluio
fluí;flui
fluía;fluia
fluíamos;fluiamos
fluían;fluian
fluías;fluias
folleta;broshura
folleto;broshura
fonda;fonda
fonda;motel
fondo;fondo
forma;forma
formalizaieron;formalizaieron
formalizaimos;formalizaimos
formalizaiste;formalizaiste
formalizaió;formalizaio
formalizaremos;formalisaremos
formalizará;formalisara
formalizarán;formalisaran
formalizarás;formalisaras
formalizaré;formalisare
formalizaí;formalizai
formalizaía;formalizaia
formalizaíamos;formalizaiamos
formalizaían;formalizaian
formalizaías;formalizaias
formar;formar
fornicaieron;fornikaieron
fornicaimos;fornikaimos
fornicaiste;fornikaiste
fornicaió;fornikaio
fornicaremos;fornikaremos
fornicará;fornikara
fornicarán;fornikaran
fornicarás;fornikaras
fornicaré;fornikare
fornicaí;fornikai
fornicaía;fornikaia
fornicaíamos;fornikaiamos
fornicaían;fornikaian
fornicaías;fornikaias
fortaleceremos;fortaleseremos
fortalecerá;fortalesera
fortalecerán;fortaleseran
fortalecerás;fortaleseras
fortaleceré;fortalesere
fortalecieron;fortalesieron
fortalecimos;fortalesimos
fortaleciste;fortalesiste
fortaleció;fortalesio
fortalecí;fortalesi
fortalecía;fortalesia
fortalecíamos;fortalesiamos
fortalecían;fortalesian
fortalecías;fortalesias
fortificaieron;fortifikaieron
fortificaimos;fortifikaimos
fortificaiste;fortifikaiste
fortificaió;fortifikaio
fortificaremos;fortifikaremos
fortificará;fortifikara
fortificarán;fortifikaran
fortificarás;fortifikaras
fortificaré;fortifikare
fortificaí;fortifikai
